Operação;Data;Hora;Moeda;Quantidade;Valor (Custo FIFO);Ativo_Contraparte;Valor_Recebido_Contraparte;Status_Fiscal
Venda para Fiat (Tributável);2021-05-21;08:46:51;BNB;-3,5;12,51;USDC;10781,501519999998;Tributável
Venda para Fiat (Tributável);2021-05-21;08:46:51;BNB;-2,0;7,15;USDC;10781,501519999998;Tributável
Venda para Fiat (Tributável);2021-05-21;08:46:51;BNB;-2,674e-05;0,0;USDC;10781,501519999998;Tributável
Venda para Fiat (Tributável);2021-05-21;08:46:51;BNB;-15,4884;55,34;USDC;10781,501519999998;Tributável
Venda para Fiat (Tributável);2021-05-21;08:46:51;USDC;-1,32293;0,0;USDC;10781,501519999998;Tributável
Venda para Fiat (Tributável);2021-05-21;08:46:52;BNB;-7,53;207,57;USDC;10596,896088000001;Tributável
Venda para Fiat (Tributável);2021-05-21;08:46:52;BNB;-4,2e-06;0,0;USDC;10596,896088000001;Tributável
Venda para Fiat (Tributável);2021-05-21;08:46:52;BNB;-0,0056;0,01;USDC;10596,896088000001;Tributável
Venda para Fiat (Tributável);2021-05-21;08:46:52;USDC;-7,74859;0,0;USDC;10596,896088000001;Tributável
Venda para Fiat (Tributável);2021-05-21;08:46:52;USDC;-2,8461894;0,0;USDC;10596,896088000001;Tributável
Venda para Fiat (Tributável);2021-05-21;08:46:52;BNB;-20,5;35,93;USDC;10596,896088000001;Tributável
Venda para Fiat (Tributável);2021-05-21;08:47:39;THETA;-564,178;291,15;EUR;4985,2638;Tributável
Venda para Fiat (Tributável);2021-05-21;08:47:39;THETA;-316,922;45,24;EUR;4985,2638;Tributável
Venda para Fiat (Tributável);2021-05-21;08:47:39;EUR;-3,19211912;0,0;EUR;4985,2638;Tributável
Venda para Fiat (Tributável);2021-05-21;08:47:39;EUR;-1,79314468;0,0;EUR;4985,2638;Tributável
Venda para Fiat (Tributável);2021-05-23;10:37:32;LINK;-50,0;37,43;EUR;839,25;Tributável
Venda para Fiat (Tributável);2021-05-23;10:37:32;BNB;-0,00285916;0,01;EUR;839,25;Tributável
Venda para Fiat (Tributável);2021-05-23;10:37:56;LINK;-50,0;29,35;EUR;841,05;Tributável
Venda para Fiat (Tributável);2021-05-23;10:37:56;BNB;-0,0028653;0,01;EUR;841,05;Tributável
Venda para Fiat (Tributável);2021-05-23;10:41:39;BNB;-0,00286647;0,01;EUR;833,8;Tributável
Venda para Fiat (Tributável);2021-05-23;10:41:39;LINK;-50,0;29,35;EUR;833,8;Tributável
Venda para Fiat (Tributável);2021-05-23;10:41:44;LINK;-50,0;31,6;EUR;837,25;Tributável
Venda para Fiat (Tributável);2021-05-23;10:41:44;BNB;-0,00287832;0,01;EUR;837,25;Tributável
Venda para Fiat (Tributável);2021-05-23;10:43:59;BNB;-0,00287139;0,01;EUR;837,8;Tributável
Venda para Fiat (Tributável);2021-05-23;10:43:59;LINK;-50,0;33,61;EUR;837,8;Tributável
Venda para Fiat (Tributável);2021-05-23;10:50:01;ETH;-2,5;354,12;EUR;4431,8;Tributável
Venda para Fiat (Tributável);2021-05-23;10:50:01;EUR;-4,4318;0,0;EUR;4431,8;Tributável
Venda para Fiat (Tributável);2021-05-23;10:51:01;EUR;-4,44205;0,0;EUR;4442,05;Tributável
Venda para Fiat (Tributável);2021-05-23;10:51:01;ETH;-2,5;339,49;EUR;4442,05;Tributável
Venda para Fiat (Tributável);2021-05-23;20:52:07;BNB;-0,00075076;0,0;USDC;249,36912;Tributável
Venda para Fiat (Tributável);2021-05-23;20:52:07;ADA;-193,76;5,48;USDC;249,36912;Tributável
Venda para Fiat (Tributável);2021-05-23;20:53:19;BNB;-9,109e-05;0,0;EUR;53,827242;Tributável
Venda para Fiat (Tributável);2021-05-23;20:53:19;ADA;-27,21;0,77;EUR;53,827242;Tributável
Venda para Fiat (Tributável);2021-05-23;20:53:19;ADA;-23,58;0,67;EUR;53,827242;Tributável
Venda para Fiat (Tributável);2021-05-23;20:53:19;BNB;-0,00010512;0,0;EUR;53,827242;Tributável
Venda para Fiat (Tributável);2021-05-23;21:04:57;EUR;-2,95517811;0,0;EUR;15973,528158000001;Tributável
Venda para Fiat (Tributável);2021-05-23;21:04:57;ADA;-2788,43;1030,71;EUR;15973,528158000001;Tributável
Venda para Fiat (Tributável);2021-05-23;21:04:57;BNB;-0,00038649;0,0;EUR;15973,528158000001;Tributável
Venda para Fiat (Tributável);2021-05-23;21:04:57;ADA;-9083,78;1092,47;EUR;15973,528158000001;Tributável
Venda para Fiat (Tributável);2021-05-23;21:04:57;ADA;-100,0;3,71;EUR;15973,528158000001;Tributável
Venda para Fiat (Tributável);2021-05-23;21:04:57;ADA;-3100,0;181,03;EUR;15973,528158000001;Tributável
Venda para Fiat (Tributável);2021-05-23;21:04:57;EUR;-9,62699004;0,0;EUR;15973,528158000001;Tributável
Venda para Fiat (Tributável);2021-05-23;21:04:57;BNB;-0,01198129;0,02;EUR;15973,528158000001;Tributável
Venda para Fiat (Tributável);2021-05-23;21:05:21;ADA;-51,01;1,44;USDC;19213,93188;Tributável
Venda para Fiat (Tributável);2021-05-23;21:05:21;USDC;-3,6136386;0,0;USDC;19213,93188;Tributável
Venda para Fiat (Tributável);2021-05-23;21:05:21;USDC;-3,6136386;0,0;USDC;19213,93188;Tributável
Venda para Fiat (Tributável);2021-05-23;21:05:21;BNB;-0,00019713;0,0;USDC;19213,93188;Tributável
Venda para Fiat (Tributável);2021-05-23;21:05:21;BNB;-5,023e-05;0,0;USDC;19213,93188;Tributável
Venda para Fiat (Tributável);2021-05-23;21:05:21;ADA;-13,0;0,37;USDC;19213,93188;Tributável
Venda para Fiat (Tributável);2021-05-23;21:05:21;BNB;-0,00015462;0,0;USDC;19213,93188;Tributável
Venda para Fiat (Tributável);2021-05-23;21:05:21;USDC;-7,15359645;0,0;USDC;19213,93188;Tributável
Venda para Fiat (Tributável);2021-05-23;21:05:21;ADA;-2807,8;936,13;USDC;19213,93188;Tributável
Venda para Fiat (Tributável);2021-05-23;21:05:21;ADA;-2807,8;184,67;USDC;19213,93188;Tributável
Venda para Fiat (Tributável);2021-05-23;21:05:21;ADA;-5558,35;973,58;USDC;19213,93188;Tributável
Venda para Fiat (Tributável);2021-05-23;21:05:21;USDC;-4,69918449;0,0;USDC;19213,93188;Tributável
Venda para Fiat (Tributável);2021-05-23;21:05:21;ADA;-3651,27;206,57;USDC;19213,93188;Tributável
Venda para Fiat (Tributável);2021-05-23;21:05:21;ADA;-40,01;1,13;USDC;19213,93188;Tributável
Venda para Fiat (Tributável);2021-05-24;15:19:12;SOL;-347,0;110,82;BUSD;10317,698;Tributável
Venda para Fiat (Tributável);2021-05-24;15:26:06;ADA;-242,71;6,86;EUR;299,98956;Tributável
Venda para Fiat (Tributável);2021-05-24;15:26:06;BNB;-0,00085524;0,0;EUR;299,98956;Tributável
Venda para Fiat (Tributável);2021-05-24;15:26:09;BNB;-0,00047275;0,0;EUR;165,78468;Tributável
Venda para Fiat (Tributável);2021-05-24;15:26:09;ADA;-134,13;3,79;EUR;165,78468;Tributável
Venda para Fiat (Tributável);2021-05-24;15:26:11;BNB;-0,0002833;0,0;EUR;99,34968;Tributável
Venda para Fiat (Tributável);2021-05-24;15:26:11;ADA;-80,38;2,27;EUR;99,34968;Tributável
Venda para Fiat (Tributável);2021-05-24;15:26:48;BNB;-0,00028515;0,0;EUR;12347,0;Tributável
Venda para Fiat (Tributável);2021-05-24;15:26:48;EUR;-12,24700165;0,0;EUR;12347,0;Tributável
Venda para Fiat (Tributável);2021-05-24;15:26:48;ADA;-80,99;2,29;EUR;12347,0;Tributável
Venda para Fiat (Tributável);2021-05-24;15:26:48;ADA;-9919,01;1866,26;EUR;12347,0;Tributável
Venda para Fiat (Tributável);2021-05-24;15:27:00;EUR;-12,344;0,0;EUR;12344,0;Tributável
Venda para Fiat (Tributável);2021-05-24;15:27:00;ADA;-10000,0;1535,76;EUR;12344,0;Tributável
Venda para Fiat (Tributável);2021-05-24;15:27:04;ADA;-79,65;2,58;EUR;98,4474;Tributável
Venda para Fiat (Tributável);2021-05-24;15:27:04;BNB;-0,00028073;0,0;EUR;98,4474;Tributável
Venda para Fiat (Tributável);2021-05-24;15:27:05;EUR;-5,363004;0,0;EUR;11696,42868;Tributável
Venda para Fiat (Tributável);2021-05-24;15:27:05;ADA;-176,05;5,69;EUR;11696,42868;Tributável
Venda para Fiat (Tributável);2021-05-24;15:27:05;BNB;-0,01743886;0,03;EUR;11696,42868;Tributável
Venda para Fiat (Tributável);2021-05-24;15:27:05;ADA;-4947,73;741,02;EUR;11696,42868;Tributável
Venda para Fiat (Tributável);2021-05-24;15:27:05;ADA;-4339,0;445,24;EUR;11696,42868;Tributável
Venda para Fiat (Tributável);2021-05-24;15:27:05;BNB;-1,23e-06;0,0;EUR;11696,42868;Tributável
Venda para Fiat (Tributável);2021-05-24;15:27:05;ADA;-0,35;0,01;EUR;11696,42868;Tributável
Venda para Fiat (Tributável);2021-05-24;15:27:05;BNB;-0,0006205;0,0;EUR;11696,42868;Tributável
Venda para Fiat (Tributável);2021-05-24;15:30:57;BNB;-0,00528997;0,01;EUR;12784,3164;Tributável
Venda para Fiat (Tributável);2021-05-24;15:30:57;BNB;-0,0001728;0,0;EUR;12784,3164;Tributável
Venda para Fiat (Tributável);2021-05-24;15:30:57;ADA;-49,0;1,38;EUR;12784,3164;Tributável
Venda para Fiat (Tributável);2021-05-24;15:30:57;EUR;-10,8618525;0,0;EUR;12784,3164;Tributável
Venda para Fiat (Tributável);2021-05-24;15:30:57;ADA;-1500,0;42,39;EUR;12784,3164;Tributável
Venda para Fiat (Tributável);2021-05-24;15:30:57;ADA;-8752,5;1562,35;EUR;12784,3164;Tributável
Venda para Fiat (Tributável);2021-05-24;15:38:01;USDC;-15,63252625;0,0;USDC;15632,52625;Tributável
Venda para Fiat (Tributável);2021-05-24;15:38:01;ADA;-10301,5;1812,03;USDC;15632,52625;Tributável
Venda para Fiat (Tributável);2021-05-26;14:02:45;THETA;-20,166;3,15;EUR;3563,5258000000003;Tributável
Venda para Fiat (Tributável);2021-05-26;14:02:45;BNB;-0,00092664;0,0;EUR;3563,5258000000003;Tributável
Venda para Fiat (Tributável);2021-05-26;14:02:45;THETA;-225,3;111,44;EUR;3563,5258000000003;Tributável
Venda para Fiat (Tributável);2021-05-26;14:02:45;THETA;-20,069;3,85;EUR;3563,5258000000003;Tributável
Venda para Fiat (Tributável);2021-05-26;14:02:45;THETA;-30,254;5,8;EUR;3563,5258000000003;Tributável
Venda para Fiat (Tributável);2021-05-26;14:02:45;BNB;-0,00333997;0,01;EUR;3563,5258000000003;Tributável
Venda para Fiat (Tributável);2021-05-26;14:02:45;THETA;-235,944;45,21;EUR;3563,5258000000003;Tributável
Venda para Fiat (Tributável);2021-05-26;14:02:45;BNB;-0,00029887;0,0;EUR;3563,5258000000003;Tributável
Venda para Fiat (Tributável);2021-05-26;14:02:45;THETA;-62,507;7,22;EUR;3563,5258000000003;Tributável
Venda para Fiat (Tributável);2021-05-26;14:02:45;BNB;-0,00349776;0,01;EUR;3563,5258000000003;Tributável
Venda para Fiat (Tributável);2021-05-26;14:02:45;BNB;-0,00029751;0,0;EUR;3563,5258000000003;Tributável
Venda para Fiat (Tributável);2021-05-26;14:02:45;THETA;-20,161;1,64;EUR;3563,5258000000003;Tributável
Venda para Fiat (Tributável);2021-05-26;14:02:45;BNB;-0,00029895;0,0;EUR;3563,5258000000003;Tributável
Venda para Fiat (Tributável);2021-05-26;14:02:45;BNB;-0,0004485;0,0;EUR;3563,5258000000003;Tributável
Venda para Fiat (Tributável);2021-05-26;14:02:46;BNB;-0,00098733;0,0;EUR;1436,0857999999998;Tributável
Venda para Fiat (Tributável);2021-05-26;14:02:46;THETA;-181,0;14,72;EUR;1436,0857999999998;Tributável
Venda para Fiat (Tributável);2021-05-26;14:02:46;BNB;-0,00268324;0,0;EUR;1436,0857999999998;Tributável
Venda para Fiat (Tributável);2021-05-26;14:02:46;THETA;-66,601;5,42;EUR;1436,0857999999998;Tributável
Venda para Fiat (Tributável);2021-05-26;14:02:50;THETA;-24,953;4,61;EUR;316,6104;Tributável
Venda para Fiat (Tributável);2021-05-26;14:02:50;BNB;-0,00043932;0,0;EUR;316,6104;Tributável
Venda para Fiat (Tributável);2021-05-26;14:02:50;BNB;-0,00036991;0,0;EUR;316,6104;Tributável
Venda para Fiat (Tributável);2021-05-26;14:02:50;THETA;-29,635;15,45;EUR;316,6104;Tributável
Venda para Fiat (Tributável);2021-05-26;14:06:55;SOL;-14,0;9,69;BUSD;16778,838900000002;Tributável
Venda para Fiat (Tributável);2021-05-26;14:06:55;SOL;-21,025;4,58;BUSD;16778,838900000002;Tributável
Venda para Fiat (Tributável);2021-05-26;14:06:55;SOL;-465,0;140,34;BUSD;16778,838900000002;Tributável
Venda para Fiat (Tributável);2021-05-26;15:02:48;ENJ;-33,16;0,86;BUSD;1574,5563160000002;Tributável
Venda para Fiat (Tributável);2021-05-26;15:02:48;ENJ;-908,84;23,53;BUSD;1574,5563160000002;Tributável
Venda para Fiat (Tributável);2021-05-26;15:02:48;BNB;-0,00310153;0,01;BUSD;1574,5563160000002;Tributável
Venda para Fiat (Tributável);2021-05-26;15:02:48;BNB;-0,00011316;0,0;BUSD;1574,5563160000002;Tributável
Venda para Fiat (Tributável);2021-05-27;06:58:58;CHZ;-452,82;27,66;BUSD;149,20419;Tributável
Venda para Fiat (Tributável);2021-05-27;06:59:00;CHZ;-3696,18;54,35;BUSD;1217,89131;Tributável
Venda para Fiat (Tributável);2021-05-28;09:44:34;USDC;-3625,0;0,0;BUSD;3625,3625;Tributável
Venda para Fiat (Tributável);2021-05-28;16:12:45;ADA;-11000,0;1238,91;USDC;16850,9;Tributável
Venda para Fiat (Tributável);2021-05-28;16:12:45;USDC;-16,8509;0,0;USDC;16850,9;Tributável
Venda para Fiat (Tributável);2021-05-28;16:17:49;USDC;-15,235;0,0;USDC;15235,0;Tributável
Venda para Fiat (Tributável);2021-05-28;16:17:49;ADA;-10000,0;1788,57;USDC;15235,0;Tributável
Venda para Fiat (Tributável);2021-05-28;16:30:57;BNB;-0,00172314;0,0;USDT;2417,4519999999998;Tributável
Venda para Fiat (Tributável);2021-05-28;16:30:57;ADA;-692,0;97,67;USDT;2417,4519999999998;Tributável
Venda para Fiat (Tributável);2021-05-28;16:30:57;ADA;-400,0;197,56;USDT;2417,4519999999998;Tributável
Venda para Fiat (Tributável);2021-05-28;16:30:57;BNB;-0,00238482;0,0;USDT;2417,4519999999998;Tributável
Venda para Fiat (Tributável);2021-05-28;16:30:57;ADA;-500,0;18,55;USDT;2417,4519999999998;Tributável
Venda para Fiat (Tributável);2021-05-28;16:30:57;BNB;-0,00137851;0,0;USDT;2417,4519999999998;Tributável
Venda para Fiat (Tributável);2021-05-28;16:30:58;USDT;-1,803978;0,0;USDT;12767,547999999999;Tributável
Venda para Fiat (Tributável);2021-05-28;16:30:58;USDT;-6,074;0,0;USDT;12767,547999999999;Tributável
Venda para Fiat (Tributável);2021-05-28;16:30:58;ADA;-1188,0;44,08;USDT;12767,547999999999;Tributável
Venda para Fiat (Tributável);2021-05-28;16:30:58;BNB;-0,00248133;0,0;USDT;12767,547999999999;Tributável
Venda para Fiat (Tributável);2021-05-28;16:30:58;USDT;-1,2148;0,0;USDT;12767,547999999999;Tributável
Venda para Fiat (Tributável);2021-05-28;16:30:58;ADA;-4000,0;239,29;USDT;12767,547999999999;Tributável
Venda para Fiat (Tributável);2021-05-28;16:30:58;ADA;-800,0;392,25;USDT;12767,547999999999;Tributável
Venda para Fiat (Tributável);2021-05-28;16:30:58;ADA;-1700,0;600,15;USDT;12767,547999999999;Tributável
Venda para Fiat (Tributável);2021-05-28;16:30:58;ADA;-720,0;23,28;USDT;12767,547999999999;Tributável
Venda para Fiat (Tributável);2021-05-28;16:30:58;BNB;-0,00585869;0,01;USDT;12767,547999999999;Tributável
Venda para Fiat (Tributável);2021-05-28;16:32:12;ADA;-9750,0;1203,3;USDT;15197,0;Tributável
Venda para Fiat (Tributável);2021-05-28;16:32:12;ADA;-250,0;7,06;USDT;15197,0;Tributável
Venda para Fiat (Tributável);2021-05-28;16:32:12;USDT;-14,817075;0,0;USDT;15197,0;Tributável
Venda para Fiat (Tributável);2021-05-28;16:32:12;BNB;-0,00086355;0,0;USDT;15197,0;Tributável
Venda para Fiat (Tributável);2021-05-29;09:43:22;BUSD;-1730,0;0,0;USDT;1728,789;Tributável
Venda para Fiat (Tributável);2021-05-29;21:22:10;BUSD;-2000,0;0,0;USDT;1998,8;Tributável
Venda para Fiat (Tributável);2021-06-04;10:48:20;USDC;-11,30849059;0,0;USDC;11308,490592;Tributável
Venda para Fiat (Tributável);2021-06-04;10:48:20;BNB;-29,4584;51,63;USDC;11308,490592;Tributável
Venda para Fiat (Tributável);2021-06-04;10:54:39;SOL;-40,578;10,32;USDT;7211,17784;Tributável
Venda para Fiat (Tributável);2021-06-04;10:54:39;SOL;-58,32;29,1;USDT;7211,17784;Tributável
Venda para Fiat (Tributável);2021-06-04;10:54:39;USDT;-1,46275574;0,0;USDT;7211,17784;Tributável
Venda para Fiat (Tributável);2021-06-04;10:54:39;USDT;-2,38444945;0,0;USDT;7211,17784;Tributável
Venda para Fiat (Tributável);2021-06-04;10:54:39;USDT;-0,15781606;0,0;USDT;7211,17784;Tributável
Venda para Fiat (Tributável);2021-06-04;10:54:39;USDT;-1,1037789;0,0;USDT;7211,17784;Tributável
Venda para Fiat (Tributável);2021-06-04;10:54:39;USDT;-2,10237768;0,0;USDT;7211,17784;Tributável
Venda para Fiat (Tributável);2021-06-04;10:54:39;SOL;-4,376;0,95;USDT;7211,17784;Tributável
Venda para Fiat (Tributável);2021-06-04;10:54:39;SOL;-66,108;14,89;USDT;7211,17784;Tributável
Venda para Fiat (Tributável);2021-06-04;10:54:39;SOL;-30,618;7,78;USDT;7211,17784;Tributável
Venda para Fiat (Tributável);2021-06-04;11:02:44;SOL;-242,064;128,88;USDT;10789,231026;Tributável
Venda para Fiat (Tributável);2021-06-04;11:02:44;USDT;-1,2395163;0,0;USDT;10789,231026;Tributável
Venda para Fiat (Tributável);2021-06-04;11:02:44;USDT;-8,67654202;0,0;USDT;10789,231026;Tributável
Venda para Fiat (Tributável);2021-06-04;11:02:44;SOL;-22,238;22,04;USDT;10789,231026;Tributável
Venda para Fiat (Tributável);2021-06-04;11:02:44;SOL;-2,121;3,72;USDT;10789,231026;Tributável
Venda para Fiat (Tributável);2021-06-04;11:02:44;USDT;-0,07602937;0,0;USDT;10789,231026;Tributável
Venda para Fiat (Tributável);2021-06-04;11:02:44;USDT;-0,79714335;0,0;USDT;10789,231026;Tributável
Venda para Fiat (Tributável);2021-06-04;11:02:44;SOL;-34,577;31,64;USDT;10789,231026;Tributável
Venda para Fiat (Tributável);2021-06-04;11:04:28;USDT;-17982,411579;0,0;USDC;17984,21;Tributável
Venda para Fiat (Tributável);2021-06-04;11:04:28;USDC;-17,98421;0,0;USDC;17984,21;Tributável
Venda para Fiat (Tributável);2021-06-04;11:44:21;SOL;-114,12;212,49;USDT;17514,46832;Tributável
Venda para Fiat (Tributável);2021-06-04;11:44:21;USDT;-2,04125832;0,0;USDT;17514,46832;Tributável
Venda para Fiat (Tributável);2021-06-04;11:44:21;USDT;-0,45513;0,0;USDT;17514,46832;Tributável
Venda para Fiat (Tributável);2021-06-04;11:44:21;USDT;-3,9942;0,0;USDT;17514,46832;Tributável
Venda para Fiat (Tributável);2021-06-04;11:44:21;USDT;-11,02388;0,0;USDT;17514,46832;Tributável
Venda para Fiat (Tributável);2021-06-04;11:44:21;SOL;-314,968;447,93;USDT;17514,46832;Tributável
Venda para Fiat (Tributável);2021-06-04;11:44:21;SOL;-58,32;135,8;USDT;17514,46832;Tributável
Venda para Fiat (Tributável);2021-06-04;11:44:21;SOL;-13,0;20,47;USDT;17514,46832;Tributável
Venda para Fiat (Tributável);2021-06-05;21:49:07;ETH;-4,0;1387,74;BUSD;10254,4;Tributável
Venda para Fiat (Tributável);2021-06-06;11:14:34;USDC;-5121,0;0,0;USDT;5118,9516;Tributável
Venda para Fiat (Tributável);2021-06-06;11:14:34;USDT;-5,1189516;0,0;USDT;5118,9516;Tributável
Venda para Fiat (Tributável);2021-06-06;15:16:57;USDT;-6,44871;0,0;USDT;6448,71;Tributável
Venda para Fiat (Tributável);2021-06-06;15:16:57;USDC;-6450,0;0,0;USDT;6448,71;Tributável
Venda para Fiat (Tributável);2021-06-08;07:24:45;BNB;-0,01250055;0,02;USDT;5797,1;Tributável
Venda para Fiat (Tributável);2021-06-08;07:24:45;USDC;-5800,0;0,0;USDT;5797,1;Tributável
Venda para Fiat (Tributável);2021-06-10;23:37:30;USDC;-1400,0;0,0;USDT;1399,3;Tributável
Venda para Fiat (Tributável);2021-06-10;23:37:30;BNB;-0,00295778;0,01;USDT;1399,3;Tributável
Venda para Fiat (Tributável);2021-06-10;23:59:29;USDC;-3606,0;0,0;USDT;3604,5576;Tributável
Venda para Fiat (Tributável);2021-06-10;23:59:29;BNB;-0,00769373;0,01;USDT;3604,5576;Tributável
Venda para Fiat (Tributável);2021-06-14;11:15:47;USDC;-3500,0;0,0;USDT;3500,0;Tributável
Venda para Fiat (Tributável);2021-06-14;11:15:47;BNB;-0,00732403;0,01;USDT;3500,0;Tributável
Venda para Fiat (Tributável);2021-07-01;10:03:55;BNB;-6,299e-05;0,0;USDT;1847,079901;Tributável
Venda para Fiat (Tributável);2021-07-01;10:03:55;THETA;-54,509;28,41;USDT;1847,079901;Tributável
Venda para Fiat (Tributável);2021-07-01;10:03:55;BNB;-0,00174867;0,0;USDT;1847,079901;Tributável
Venda para Fiat (Tributável);2021-07-01;10:03:55;BNB;-0,00205557;0,0;USDT;1847,079901;Tributável
Venda para Fiat (Tributável);2021-07-01;10:03:55;THETA;-3,771;1,97;USDT;1847,079901;Tributável
Venda para Fiat (Tributável);2021-07-01;10:03:55;THETA;-3,925;2,05;USDT;1847,079901;Tributável
Venda para Fiat (Tributável);2021-07-01;10:03:55;BNB;-6,556e-05;0,0;USDT;1847,079901;Tributável
Venda para Fiat (Tributável);2021-07-01;10:03:55;THETA;-123,086;121,06;USDT;1847,079901;Tributável
Venda para Fiat (Tributável);2021-07-01;10:03:55;BNB;-0,00091045;0,0;USDT;1847,079901;Tributável
Venda para Fiat (Tributável);2021-07-01;10:03:55;THETA;-104,709;34,13;USDT;1847,079901;Tributável
Venda para Fiat (Tributável);2021-07-02;07:51:57;BNB;-0,00470248;0,01;USDT;1779,879796;Tributável
Venda para Fiat (Tributável);2021-07-02;07:51:57;THETA;-296,449;144,94;USDT;1779,879796;Tributável
Venda para Fiat (Tributável);2021-07-05;08:05:20;BNB;-0,00300417;0,01;USDT;1200,0;Tributável
Venda para Fiat (Tributável);2021-07-05;08:05:20;USDC;-1200,0;0,0;USDT;1200,0;Tributável
Venda para Fiat (Tributável);2021-07-07;14:35:00;USDC;-725,0;0,0;USDT;724,71;Tributável
Venda para Fiat (Tributável);2021-07-07;14:35:00;BNB;-0,00161253;0,0;USDT;724,71;Tributável
Venda para Fiat (Tributável);2021-07-07;19:23:41;BNB;-7,075e-05;0,0;USDT;31,79169;Tributável
Venda para Fiat (Tributável);2021-07-07;19:23:41;VTHO;-4806,0;0,0;USDT;31,79169;Tributável
Venda para Fiat (Tributável);2021-07-16;13:25:10;BNB;-0,00088055;0,0;USDT;362,3004;Tributável
Venda para Fiat (Tributável);2021-07-16;13:25:10;SRM;-132,0;209,1;USDT;362,3004;Tributável
Venda para Fiat (Tributável);2021-07-16;13:25:54;ICP;-6,25;61,72;USDT;213,75;Tributável
Venda para Fiat (Tributável);2021-07-16;13:25:54;BNB;-0,00051951;0,0;USDT;213,75;Tributável
Venda para Fiat (Tributável);2021-08-17;06:52:55;BNB;-0,00179145;0,0;USDT;1000,19985;Tributável
Venda para Fiat (Tributável);2021-08-17;06:52:55;USDC;-1000,5;0,0;USDT;1000,19985;Tributável
Venda para Fiat (Tributável);2021-08-17;23:25:29;USDC;-1150,0;0,0;USDT;1150,115;Tributável
